CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE160014,03/04/2021 12:01:00 AM,073XX S PHILLIPS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,334,7,14,1193921,1856701,41.761727593,-87.564815996,"(41.761727593, -87.564815996)"
JD245475,05/28/2020 01:30:00 PM,074XX S COLES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,334,7,14,1195339,1856422,41.760927115,-87.559628184,"(41.760927115, -87.559628184)"
JE159226,03/04/2021 04:41:00 PM,002XX E HURON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING / GROUNDS,Y,Y,1834,42,08B,1178046,1905133,41.895003278,-87.62152816,"(41.895003278, -87.62152816)"
JE159485,03/04/2021 09:41:00 PM,023XX N SACRAMENTO AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,GAS STATION,Y,Y,1414,32,07,1155976,1915592,41.924177493,-87.70230276,"(41.924177493, -87.70230276)"
JD368046,09/15/2020 02:10:00 PM,023XX S CANAL ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,914,25,04A,1173562,1888936,41.850658525,-87.638478095,"(41.850658525, -87.638478095)"
JD407494,10/09/2020 01:15:00 PM,055XX S KENWOOD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,235,5,11,,,,,
JD379710,09/26/2020 06:05:00 AM,026XX W TOUHY AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER (SPECIFY),Y,N,2411,50,05,1157423,1947662,42.012149954,-87.696109447,"(42.012149954, -87.696109447)"
JD273385,06/22/2020 08:01:00 PM,050XX N PARKSIDE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,1622,45,26,1137506,1933247,41.972977499,-87.769743356,"(41.972977499, -87.769743356)"
JD392855,10/08/2020 10:00:00 AM,061XX S STONY ISLAND AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,SIDEWALK,Y,N,314,5,26,1187927,1864621,41.783605585,-87.586532213,"(41.783605585, -87.586532213)"
JE158977,03/04/2021 12:40:00 PM,011XX W 77TH ST,0462,BATTERY,"AGG. PROTECTED EMPLOYEE - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE - PORCH / HALLWAY,N,N,612,17,04B,1170188,1853746,41.754167606,-87.6518852,"(41.754167606, -87.6518852)"
JE167754,03/13/2021 10:37:00 AM,008XX E 81ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,631,8,14,1183175,1851472,41.747635376,-87.604363064,"(41.747635376, -87.604363064)"
JD246014,05/28/2020 06:30:00 PM,042XX S ARCHER AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,N,921,15,02,1156458,1876069,41.815712552,-87.701600451,"(41.815712552, -87.701600451)"
JD246068,05/28/2020 11:00:00 PM,068XX S THROOP ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,724,17,06,1168840,1859337,41.769539234,-87.656664006,"(41.769539234, -87.656664006)"
JD333132,08/15/2020 07:40:00 AM,040XX W FIFTH AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,1132,24,04B,1149656,1896832,41.872823407,-87.726013143,"(41.872823407, -87.726013143)"
JE162796,03/03/2021 04:00:00 PM,048XX S CICERO AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,815,14,06,1145174,1872094,41.805024727,-87.743092959,"(41.805024727, -87.743092959)"
JD396709,10/12/2020 07:12:00 AM,079XX S EVANS AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,Y,Y,624,6,26,1182601,1852575,41.750675452,-87.606432206,"(41.750675452, -87.606432206)"
JD350592,08/30/2020 02:15:00 PM,081XX S WESTERN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,835,18,08B,1161792,1850559,41.745600368,-87.682742234,"(41.745600368, -87.682742234)"
JD407278,04/04/2020 05:05:00 PM,014XX E 56TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,235,5,11,,,,,
JE142012,02/14/2021 09:00:00 PM,001XX N LARAMIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1532,28,08B,1141695,1900378,41.88270493,-87.755154321,"(41.88270493, -87.755154321)"
JD273194,06/22/2020 05:00:00 PM,015XX S THROOP ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,N,N,1233,25,26,1167948,1892804,41.861395461,-87.658970959,"(41.861395461, -87.658970959)"
JD406999,10/15/2020 05:30:00 PM,043XX S DR MARTIN LUTHER KING JR DR,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,215,3,06,,,,,
JD407296,10/10/2020 11:00:00 AM,007XX N LARRABEE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1831,42,11,,,,,
JD245875,05/28/2020 07:29:00 PM,015XX N WIELAND ST,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),Y,N,1821,27,06,1174151,1910600,41.910092787,-87.635670016,"(41.910092787, -87.635670016)"
JE155365,02/28/2021 07:30:00 PM,073XX S UNION AVE,0453,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,APARTMENT,Y,Y,732,6,04B,1172901,1856291,41.761092004,-87.641867997,"(41.761092004, -87.641867997)"
JE159373,03/04/2021 05:15:00 PM,025XX W PETERSON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2011,40,14,1158489,1939773,41.990480416,-87.692404416,"(41.990480416, -87.692404416)"
JE126832,01/29/2021 01:45:00 PM,080XX S YATES BLVD,0460,BATTERY,SIMPLE,RESIDENCE,N,N,414,7,08B,1193587,1852137,41.749211798,-87.566189275,"(41.749211798, -87.566189275)"
JD368285,09/15/2020 05:45:00 PM,026XX N PULASKI RD,0820,THEFT,$500 AND UNDER,STREET,N,N,2524,31,06,1149272,1917228,41.928799559,-87.726893646,"(41.928799559, -87.726893646)"
JD368376,09/15/2020 05:52:00 PM,052XX N SHERIDAN RD,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,N,N,2023,48,08B,1168697,1934885,41.976851852,-87.654999693,"(41.976851852, -87.654999693)"
JD391455,09/12/2020 12:00:00 AM,011XX N WELLS ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,N,N,1823,27,17,1174502,1908102,41.903230312,-87.634455361,"(41.903230312, -87.634455361)"
JD388518,10/03/2020 10:00:00 PM,019XX W TOUHY AVE,0810,THEFT,OVER $500,STREET,N,N,2424,49,06,1162100,1947848,42.012563519,-87.67889535,"(42.012563519, -87.67889535)"
JD389551,10/03/2020 11:00:00 PM,034XX S BELL AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,912,12,26,1161918,1881781,41.831275042,-87.681413074,"(41.831275042, -87.681413074)"
JD246020,05/28/2020 09:15:00 PM,019XX E 74TH ST,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,333,8,08A,1190619,1856292,41.760685577,-87.576931134,"(41.760685577, -87.576931134)"
JE159788,03/04/2021 04:00:00 PM,002XX E ILLINOIS ST,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),N,N,1834,42,06,1178196,1903671,41.890988065,-87.621021833,"(41.890988065, -87.621021833)"
JD385380,10/01/2020 03:00:00 PM,010XX W 92ND PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,Y,Y,2222,21,26,1170841,1843466,41.725943657,-87.649791399,"(41.725943657, -87.649791399)"
JD368571,09/15/2020 10:37:00 PM,043XX W 25TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE,Y,N,1013,22,15,1147662,1887027,41.845955743,-87.733585576,"(41.845955743, -87.733585576)"
JE159458,03/04/2021 09:45:00 PM,002XX E HURON ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,N,N,1834,42,08B,1178046,1905133,41.895003278,-87.62152816,"(41.895003278, -87.62152816)"
JE158655,03/04/2021 06:00:00 AM,073XX N DAMEN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,2424,49,11,1161661,1948675,42.014842024,-87.680487438,"(42.014842024, -87.680487438)"
JD245724,05/28/2020 04:19:00 PM,034XX W DOUGLAS BLVD,4230,KIDNAPPING,UNLAWFUL RESTRAINT,RESIDENCE,N,Y,1021,24,26,1153710,1893244,41.862897867,-87.711224399,"(41.862897867, -87.711224399)"
JE158893,03/04/2021 11:45:00 AM,0000X W 79TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,COMMERCIAL / BUSINESS OFFICE,N,N,623,17,04A,1177168,1852624,41.750934145,-87.62633968,"(41.750934145, -87.62633968)"
JD245452,05/28/2020 12:31:00 PM,014XX E 53RD ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,N,N,234,5,06,1186931,1870417,41.799533935,-87.59000011,"(41.799533935, -87.59000011)"
JD245587,05/28/2020 02:54:00 PM,015XX S KEDZIE AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,N,N,1022,24,10,1155268,1892639,41.861206558,-87.705521356,"(41.861206558, -87.705521356)"
JD272259,06/22/2020 10:32:00 AM,064XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,724,16,14,1170753,1862090,41.777052285,-87.649571585,"(41.777052285, -87.649571585)"
JD201535,04/03/2020 10:30:00 PM,041XX W JACKSON BLVD,0460,BATTERY,SIMPLE,ALLEY,N,N,1132,28,08B,1148740,1898362,41.87703964,-87.729336704,"(41.87703964, -87.729336704)"
JE112307,01/14/2021 09:30:00 AM,016XX W MONTVALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2234,34,08B,1167194,1829505,41.68771112,-87.663548391,"(41.68771112, -87.663548391)"
JE158577,03/04/2021 12:45:00 AM,022XX S KEELER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1013,22,08B,1148744,1888741,41.850638375,-87.729570453,"(41.850638375, -87.729570453)"
JD407731,10/16/2020 04:30:00 PM,016XX S INDIANA AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,132,3,06,,,,,
JD303078,07/19/2020 02:30:00 PM,091XX S ELLIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,413,8,14,1184483,1844572,41.728670519,-87.599785719,"(41.728670519, -87.599785719)"
JD246286,05/28/2020 04:00:00 PM,080XX S INGLESIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,631,8,14,1183962,1851820,41.748571992,-87.601468444,"(41.748571992, -87.601468444)"
JD369008,09/15/2020 12:00:00 PM,007XX N MICHIGAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1834,42,08B,1177303,1905177,41.895140898,-87.624255632,"(41.895140898, -87.624255632)"
JD222772,04/24/2020 05:00:00 PM,013XX E 67TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,321,5,08B,1186098,1860836,41.773262619,-87.593357287,"(41.773262619, -87.593357287)"
JD333374,08/15/2020 08:05:00 AM,055XX W MONTROSE AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1624,38,06,1138568,1928706,41.96049735,-87.765948677,"(41.96049735, -87.765948677)"
JE116217,01/04/2021 12:00:00 AM,007XX N PINE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1524,37,11,1139389,1904411,41.89381431,-87.763523806,"(41.89381431, -87.763523806)"
JD359907,09/07/2020 06:39:00 PM,024XX W NORTH AVE,1200,DECEPTIVE PRACTICE,STOLEN PROPERTY BUY / RECEIVE / POSSESS,PARKING LOT / GARAGE (NON RESIDENTIAL),Y,N,1434,1,13,1159674,1910563,41.910302064,-87.68885364,"(41.910302064, -87.68885364)"
JE142178,02/14/2021 09:40:00 PM,071XX S YATES BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,334,7,08B,1193452,1857963,41.765202101,-87.566493662,"(41.765202101, -87.566493662)"
JD386127,04/01/2020 12:01:00 AM,061XX S MAPLEWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,825,16,08B,1160424,1863897,41.782230072,-87.687387863,"(41.782230072, -87.687387863)"
JE113944,01/15/2021 07:21:00 PM,093XX S CLYDE AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,413,7,03,1191805,1843506,41.725570953,-87.572998518,"(41.725570953, -87.572998518)"
JD367964,09/15/2020 11:40:00 AM,030XX S HALSTED ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,913,11,06,1171462,1884752,41.839223645,-87.64630829,"(41.839223645, -87.64630829)"
JD368366,09/15/2020 02:55:00 PM,002XX E ERIE ST,0320,ROBBERY,STRONG ARM - NO WEAPON,HOSPITAL BUILDING / GROUNDS,N,N,1834,42,03,1178083,1904831,41.894173733,-87.621401474,"(41.894173733, -87.621401474)"
JD403895,10/16/2020 02:00:00 PM,017XX W NORTH SHORE AVE,0810,THEFT,OVER $500,STREET,N,N,2432,49,06,,,,,
JD337515,06/01/2020 09:00:00 AM,009XX N CAMBRIDGE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1823,27,11,1172501,1906572,41.899076406,-87.64185068,"(41.899076406, -87.64185068)"
JE163630,02/17/2021 12:00:00 AM,034XX W 84TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,834,18,11,1154914,1848676,41.74057304,-87.707994881,"(41.74057304, -87.707994881)"
JE141784,02/14/2021 06:00:00 PM,018XX W MONTROSE AVE,031A,ROBBERY,ARMED - HANDGUN,TAVERN / LIQUOR STORE,N,N,1912,47,03,1163163,1929248,41.961502135,-87.675509721,"(41.961502135, -87.675509721)"
JE164725,05/02/2020 01:30:00 PM,006XX W SHERIDAN RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1925,46,14,,,,,
JD381606,09/27/2020 11:58:00 PM,0000X E 70TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,322,6,08B,1178098,1858624,41.767377799,-87.622750112,"(41.767377799, -87.622750112)"
JE159352,03/04/2021 06:00:00 PM,097XX S GREEN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,2223,34,08A,1172364,1840234,41.717041265,-87.64430731,"(41.717041265, -87.64430731)"
JE142665,02/14/2021 04:30:00 PM,021XX W COULTER ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,1034,25,26,1162468,1887928,41.848131591,-87.679223314,"(41.848131591, -87.679223314)"
JE159305,03/04/2021 05:55:00 PM,080XX S PAULINA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,611,21,08B,1166409,1851412,41.747844084,-87.665800383,"(41.747844084, -87.665800383)"
JD407013,09/28/2020 12:30:00 AM,016XX W GRACE ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1922,47,06,,,,,
JD407015,05/30/2020 08:00:00 PM,004XX N LA SALLE DR,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,N,N,1831,42,14,,,,,
JD366492,09/14/2020 01:48:00 AM,072XX S DORCHESTER AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,SIDEWALK,Y,N,324,8,04B,1186788,1857455,41.763968536,-87.590934926,"(41.763968536, -87.590934926)"
JE163195,03/01/2021 12:00:00 AM,119XX S LOWE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,STREET,N,N,524,34,11,1174128,1825707,41.677138061,-87.638275933,"(41.677138061, -87.638275933)"
JD407000,10/11/2020 12:01:00 AM,0000X W 15TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,131,3,11,,,,,
JD368353,09/15/2020 06:20:00 PM,018XX N CLARK ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1814,43,06,1174453,1912700,41.915848536,-87.634497742,"(41.915848536, -87.634497742)"
JE160258,03/04/2021 06:12:00 PM,036XX W 57TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,822,23,11,1153125,1866570,41.789712534,-87.71407767,"(41.789712534, -87.71407767)"
JD367803,09/15/2020 03:00:00 AM,072XX S JEFFERY BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,333,5,08B,1190801,1857182,41.763123417,-87.576235399,"(41.763123417, -87.576235399)"
JD367884,09/15/2020 11:15:00 AM,039XX N SHERIDAN RD,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,1923,46,08A,1168891,1926517,41.953885576,-87.65453007,"(41.953885576, -87.65453007)"
JD219601,04/29/2020 04:45:00 AM,004XX N WABASH AVE,0560,ASSAULT,SIMPLE,HOTEL / MOTEL,N,N,1834,42,08A,1176592,1902931,41.888993854,-87.626934833,"(41.888993854, -87.626934833)"
JD402306,10/16/2020 07:15:00 AM,049XX W FULLERTON AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,VEHICLE - COMMERCIAL,N,N,2522,36,14,,,,,
JD407508,10/15/2020 05:00:00 PM,003XX W OLD TOWN CT,0890,THEFT,FROM BUILDING,RESIDENCE - GARAGE,N,N,1821,27,06,,,,,
JD302962,07/19/2020 04:30:00 PM,063XX N BELL AVE,0460,BATTERY,SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,N,2413,50,08B,1160164,1942024,41.996622677,-87.686180824,"(41.996622677, -87.686180824)"
JD352156,08/31/2020 08:30:00 PM,064XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,Y,Y,312,20,14,1180029,1862357,41.777577536,-87.615558035,"(41.777577536, -87.615558035)"
JE158942,03/04/2021 12:30:00 AM,014XX S STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,N,N,131,3,14,1176572,1893193,41.862272658,-87.62730245,"(41.862272658, -87.62730245)"
JD368183,09/15/2020 12:30:00 PM,016XX W HOWARD ST,0880,THEFT,PURSE-SNATCHING,SIDEWALK,N,N,2422,49,06,1163822,1950346,42.019381776,-87.672488319,"(42.019381776, -87.672488319)"
JE160161,03/04/2021 08:00:00 PM,017XX W ARMITAGE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,N,N,1432,32,07,1164191,1913352,41.917860934,-87.672180977,"(41.917860934, -87.672180977)"
JD245566,05/28/2020 12:00:00 PM,072XX S COLES AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,334,7,11,1194359,1857785,41.764691419,-87.563175142,"(41.764691419, -87.563175142)"
JE159506,03/04/2021 01:07:00 PM,053XX W VAN BUREN ST,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,1522,29,06,1140874,1897494,41.874806004,-87.758240062,"(41.874806004, -87.758240062)"
JE141751,02/14/2021 05:00:00 PM,080XX S GREEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,621,21,08B,1172037,1851490,41.747936461,-87.645175354,"(41.747936461, -87.645175354)"
JE161981,03/04/2021 02:00:00 AM,069XX S CLYDE AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE - PORCH / HALLWAY,N,N,331,5,02,1191409,1859404,41.769206054,-87.573935105,"(41.769206054, -87.573935105)"
JD305029,07/19/2020 05:00:00 PM,052XX S PULASKI RD,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESTAURANT,N,N,822,23,11,1150587,1869670,41.79826919,-87.723303209,"(41.79826919, -87.723303209)"
JD267323,06/14/2020 02:36:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,111,42,06,1176352,1900927,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
JD406992,09/26/2020 06:25:00 PM,025XX N SACRAMENTO AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1414,32,06,,,,,
JD245810,05/28/2020 06:35:00 PM,005XX W 45TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,925,11,08B,1173419,1874745,41.811720354,-87.639423641,"(41.811720354, -87.639423641)"
JD368568,09/15/2020 03:00:00 PM,016XX E 74TH ST,0820,THEFT,$500 AND UNDER,STREET,N,N,324,8,06,1188521,1856244,41.760604227,-87.584621807,"(41.760604227, -87.584621807)"
JD222257,04/24/2020 06:00:00 PM,051XX W AGATITE AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,1623,45,06,1141161,1929097,41.961522779,-87.756405717,"(41.961522779, -87.756405717)"
JD367896,09/15/2020 07:00:00 AM,066XX S UNION AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,723,6,07,1172658,1860663,41.773094654,-87.642629932,"(41.773094654, -87.642629932)"
JD245396,05/28/2020 11:58:00 AM,079XX S PARNELL AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,621,17,08A,1174008,1852295,41.750101999,-87.637929163,"(41.750101999, -87.637929163)"
JD335341,08/15/2020 09:45:00 AM,013XX S TRIPP AVE,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,RESIDENCE - PORCH / HALLWAY,N,N,1011,24,24,1148268,1893344,41.863278754,-87.731199007,"(41.863278754, -87.731199007)"
JE141766,02/14/2021 05:15:00 PM,001XX N WELLS ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,122,42,06,1174701,1901579,41.885326396,-87.633919718,"(41.885326396, -87.633919718)"
JD222033,04/25/2020 08:00:00 AM,008XX W GUNNISON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,2024,46,11,1169704,1932423,41.970074119,-87.651368614,"(41.970074119, -87.651368614)"
JE159334,03/04/2021 06:18:00 PM,115XX S LAFAYETTE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,522,34,04B,1177987,1828149,41.683752985,-87.624077331,"(41.683752985, -87.624077331)"
JD272557,06/22/2020 11:58:00 AM,031XX S ABERDEEN ST,0810,THEFT,OVER $500,RESIDENCE,N,N,913,11,06,1169496,1883814,41.836692612,-87.653549807,"(41.836692612, -87.653549807)"
JD369459,09/15/2020 07:00:00 PM,034XX W AINSLIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1712,33,14,1152789,1932348,41.970220938,-87.713567965,"(41.970220938, -87.713567965)"
JD370146,09/15/2020 04:00:00 PM,112XX S MICHIGAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,DRUG STORE,N,N,531,9,05,1178807,1830251,41.689502616,-87.621011973,"(41.689502616, -87.621011973)"
JD307251,07/17/2020 09:00:00 AM,084XX S DR MARTIN LUTHER KING JR DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,632,6,11,1180386,1849127,41.741264812,-87.614654474,"(41.741264812, -87.614654474)"
JD221162,04/22/2020 08:00:00 PM,002XX W GRAND AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),N,N,1831,42,11,1174539,1903858,41.891583724,-87.634446444,"(41.891583724, -87.634446444)"
JE159724,03/04/2021 04:00:00 PM,072XX S YATES BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,334,7,07,1193461,1857478,41.763871005,-87.566476523,"(41.763871005, -87.566476523)"
JE159301,03/04/2021 05:33:00 PM,077XX S KINGSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,421,7,08B,1194535,1854116,41.754619083,-87.562650544,"(41.754619083, -87.562650544)"
JD436644,11/20/2020 12:00:00 AM,055XX S University Ave,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,235,5,06,,,,,
JD392928,08/31/2020 11:00:00 PM,007XX N RIDGEWAY AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1112,27,06,1151255,1904660,41.894273079,-87.719937001,"(41.894273079, -87.719937001)"
JD246049,05/28/2020 08:30:00 PM,065XX S PEORIA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,N,Y,723,6,08B,1171433,1861431,41.775229047,-87.647098003,"(41.775229047, -87.647098003)"
JE158641,03/04/2021 06:00:00 AM,006XX W BARRY AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,1934,44,06,1171420,1920707,41.937887383,-87.645404665,"(41.937887383, -87.645404665)"
JD442393,11/06/2020 12:45:00 PM,089XX S JEFFERY BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,413,8,06,,,,,
JD210960,04/17/2020 01:20:00 PM,116XX S HALSTED ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,524,34,03,1173087,1827362,41.681702629,-87.642037691,"(41.681702629, -87.642037691)"
JE141548,02/14/2021 01:30:00 PM,044XX W LEXINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1131,24,08B,1146979,1896347,41.871544064,-87.735854142,"(41.871544064, -87.735854142)"
JE124915,01/27/2021 04:17:00 PM,074XX S LUELLA AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,Y,N,333,7,03,1192508,1855841,41.759402209,-87.570022658,"(41.759402209, -87.570022658)"
JE113895,01/14/2021 06:00:00 PM,073XX S RIDGELAND AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,324,8,08A,1189143,1856733,41.761931207,-87.582326542,"(41.761931207, -87.582326542)"
JE141320,02/14/2021 06:15:00 AM,083XX S ST LAWRENCE AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,632,6,08A,1181688,1849917,41.743402724,-87.609859734,"(41.743402724, -87.609859734)"
JD335640,08/15/2020 03:00:00 PM,003XX E WACKER DR,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,N,N,114,42,06,1178932,1902439,41.8875906,-87.618356606,"(41.8875906, -87.618356606)"
JE141559,02/14/2021 10:22:00 AM,041XX N MARINE DR,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,N,N,1915,46,11,1171101,1928058,41.958065808,-87.646360506,"(41.958065808, -87.646360506)"
